element_index,prebuilt_scenario,Revit model,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Cumulative material volume (m3),Tally Entry Division,Tally Entry Category,Tally Entry Name,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
Element_5,100% inceration,tm_2_dummy,Floors,Floor,CLT,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,12252.96004,3186.86853,3186868.53,2.56E-08,41209.50684,1741788.49,1637391.072,103573.2272,
Element_6,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[C2-C4] End of Life,20,10.0359765,3.826667296,635.3711742,1.17E-10,84.18668058,10887.95148,10180.37904,717.6806214,
Element_7,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Adhesive / Sealant,"Adhesive, polychloroprene (neoprene)",[C2-C4] End of Life,20,0.14578823,0.055728724,9.248930548,1.70E-12,1.222739968,158.3291501,148.1396503,10.42464206,
Element_8,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[C2-C4] End of Life,60,27.11523366,10.33890205,1716.647887,3.16E-10,227.455845,29417.10242,27505.38092,1939.031818,
Element_9,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,111.9686074,5.677970906,49315.13526,4.46E-09,2227.135142,414834.5126,387913.0988,27410.89404,
Element_10,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,1.220792268,0.061840134,264.171441,4.86E-11,24.21571544,4522.93528,4222.74046,298.1935206,
Element_11,100% inceration,tm_2_dummy,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,3063.240008,796.7171322,796717.1322,6.40E-09,10302.37671,435447.1224,409347.768,25893.3068,
Element_12,100% inceration,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,206.8646792,10.49018701,91110.89146,8.26E-09,4114.68542,766416.6796,716678.7244,50642.2821,
Element_13,100% inceration,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,2.701264058,0.136834522,584.5358294,1.08E-10,53.58245102,10007.96193,9343.716666,659.8169588,
Element_14,100% inceration,tm_2_dummy,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.71339968,0.272015706,45.16487194,8.32E-12,5.98434553,773.9616692,723.6644256,51.0157758,
Element_15,100% inceration,tm_2_dummy,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,1188.168023,309.0302482,309030.2482,2.48E-09,3996.080794,168901.0149,158777.6102,10043.48307,
Element_16,100% inceration,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,102.9726403,5.221781978,45352.97708,4.10E-09,2048.198964,381505.1918,356746.7428,25208.60264,
Element_17,100% inceration,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.990518764,0.050175456,214.3417652,3.94E-11,19.64799514,3669.790826,3426.22064,241.9463864,
Element_18,100% inceration,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,72.0808482,3.655247386,31747.08396,2.86E-09,1433.739276,267053.6342,249722.72,17646.02185,
Element_19,100% inceration,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.693363136,0.035122822,150.0392356,2.76E-11,13.7535966,2568.853578,2398.354448,169.3624705,
Element_20,100% inceration,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,7557.159116,1965.539143,1965539.143,1.57E-08,25416.45444,1074268.808,1009880.456,63880.02214,
Element_21,100% inceration,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,3206.448668,833.9642272,833964.2272,6.72E-09,10784.02018,455804.5864,428485.0686,27103.83738,
Element_22,100% inceration,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,382.6651024,19.40509372,168539.9304,1.52E-08,7611.480724,1417742.838,1325735.929,93679.76282,
Element_23,100% inceration,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,30.24441994,1.532053402,6544.69415,1.20E-09,599.9302974,112053.0968,104615.9444,7387.57143,
Element_24,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.19243218,0.009715936,41.50497922,7.62E-12,3.810911732,711.2444166,664.0796672,46.97609012,
Element_25,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.95036238,0.048220358,205.9898754,3.78E-11,18.86679995,3529.91741,3300.519594,232.6749274,
Element_26,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,10.17157838,3.87837161,643.956041,1.18E-10,85.32417548,11035.06489,10317.93203,727.3776192,
Element_27,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.157874726,0.008015802,34.09768582,6.26E-12,3.12901198,585.9268206,545.2374582,38.5735157,
Element_28,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[C2-C4] End of Life,60,0.042993786,0.002176096,9.285389766,1.71E-12,0.852481178,159.5101086,148.9465252,10.51076543,
Element_29,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[C2-C4] End of Life,60,23.88090082,1.211691028,5176.155842,9.54E-10,474.0888192,88700.48876,82936.13338,5846.703304,
Element_30,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[C2-C4] End of Life,60,0.185859334,0.00940713,40.14013686,7.42E-12,3.685220756,689.5518388,643.8861542,45.43735628,
Element_31,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[C2-C4] End of Life,60,328.8078574,170.74592,47516.15032,7.88E-10,776.6500134,73567.09926,68786.2135,4849.184128,
Element_32,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[C2-C4] End of Life,30,24.7581584,1.256202124,5366.300344,9.86E-10,491.504327,91958.87404,85982.76684,6061.48016,
Element_33,100% inceration,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[C2-C4] End of Life,7,0.475905222,0.024146912,103.1518703,1.89E-11,9.447773574,1767.647959,1652.774285,116.5147262,
Element_1,100% recycle,tm_2_dummy,Curtainwall Mullions,Mullion,Rectangular Mullion: 1 Square,Aluminum,Enclosure,1.302837136,08 - Openings and Glazing,Mullion,"Aluminum mullion, custom finish",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.008187082,0.000415404,1.774539728,3.26E-13,0.162531708,30.40915808,28.4329661,2.004423284,
Element_2,100% recycle,tm_2_dummy,Curtainwall Panels,Panel,System Panel: Glazed,Glass,Enclosure,23.79873641,08 - Openings and Glazing,Glass,"Glazing, double pane IGU",Glazing,"Glazing, double, insulated (air)",[C2-C4] End of Life,40,2.035166746,0.103262156,441.1198858,8.10E-11,40.40257136,7559.19077,7067.943626,498.264962,
Element_3,100% recycle,tm_2_dummy,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,34.9901898,1.77436591,15410.97977,1.39E-09,695.9797316,129635.7852,121222.8434,8565.90439,
Element_4,100% recycle,tm_2_dummy,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.381497584,0.019325042,82.55357536,1.52E-11,7.567411076,1413.417275,1319.606394,93.1854752,
Element_5,100% recycle,tm_2_dummy,Floors,Floor,CLT,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,957.262503,248.9741038,248974.1038,2.00E-09,3219.492722,136077.2258,127921.1775,8091.658376,
Element_6,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[C2-C4] End of Life,20,0.784060664,0.298958382,49.63837298,9.16E-12,6.57708442,850.6212096,795.3421126,56.06879856,
Element_7,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Adhesive / Sealant,"Adhesive, polychloroprene (neoprene)",[C2-C4] End of Life,20,0.011389706,0.004353806,0.7225727,1.33E-13,0.09552656,12.36946485,11.57341018,0.814425162,
Element_8,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[C2-C4] End of Life,60,2.11837763,0.807726722,134.1131162,2.46E-11,17.76998789,2298.211128,2148.857884,151.4868608,
Element_9,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,8.74754745,0.443591478,3852.744942,3.48E-10,173.9949329,32408.9463,30305.71084,2141.476098,
Element_10,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.095374396,0.00483126,20.63839384,3.80E-12,1.891852768,353.3543188,329.9015984,23.2963688,
Element_11,100% recycle,tm_2_dummy,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,239.3156258,62.24352596,62243.52596,5.00E-10,804.8731806,34019.30644,31980.29438,2022.914594,
Element_12,100% recycle,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,16.16130306,0.81954586,7118.038396,6.46E-10,321.4597984,59876.3031,55990.52536,3956.428288,
Element_13,100% recycle,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.211036254,0.010690198,45.66686166,8.40E-12,4.186128986,781.8720256,729.9778646,51.5481999,
Element_14,100% recycle,tm_2_dummy,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.05573435,0.021251228,3.52850562,6.50E-13,0.467526994,60.4657554,56.53628326,3.985607484,
Element_15,100% recycle,tm_2_dummy,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,92.8256268,24.14298814,24142.98814,1.94E-10,312.193812,13195.39179,12404.5008,784.6471146,
Element_16,100% recycle,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,8.04473752,0.407951718,3543.201334,3.20E-10,160.0155441,29805.0931,27870.83928,1969.422082,
Element_17,100% recycle,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.077384278,0.003919958,16.7454504,3.08E-12,1.53499962,286.7024084,267.6734874,18.90206144,
Element_18,100% recycle,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,5.631316266,0.285566202,2480.240934,2.24E-10,112.0108809,20863.56518,19509.5875,1378.595457,
Element_19,100% recycle,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.054168996,0.00274397,11.72181528,2.16E-12,1.074499734,200.6916858,187.3714413,13.23144301,
Element_20,100% recycle,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,590.403056,153.5577456,153557.7456,1.23E-09,1985.660503,83927.2506,78896.91066,4990.62673,
Element_21,100% recycle,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,250.5038022,65.15345526,65153.45526,5.26E-10,842.5015766,35609.7333,33475.39598,2117.487296,
Element_22,100% recycle,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,29.89571114,1.516022948,13167.18206,1.19E-09,594.6469316,110761.1593,103573.1195,7318.73147,
Element_23,100% recycle,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,2.362845308,0.119691672,511.3042306,9.40E-11,46.86955448,8754.14819,8173.120656,577.154018,
Element_24,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.015033764,0.000759058,3.242576502,5.96E-13,0.29772748,55.56597006,51.881224,3.67000704,
Element_25,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.074247062,0.003767216,16.09295902,2.96E-12,1.473968746,275.7747976,257.8530934,18.17772871,
Element_26,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,0.794654562,0.302997782,50.3090657,9.26E-12,6.66595121,862.1144446,806.0884396,56.8263765,
Element_27,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.012333964,0.000626234,2.663881704,4.90E-13,0.244454062,45.77553286,42.59667642,3.013555914,
Element_28,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[C2-C4] End of Life,60,0.00335889,1.70E-04,0.725421076,1.34E-13,0.066600092,12.46172724,11.63644729,0.82115355,
Element_29,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[C2-C4] End of Life,60,1.865695376,0.094663362,404.3871752,7.46E-11,37.038189,6929.725686,6479.38542,456.7736956,
Element_30,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[C2-C4] End of Life,60,0.01452026,0.000734932,3.135948192,5.80E-13,0.287907872,53.8712374,50.3036058,3.54979346,
Element_31,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[C2-C4] End of Life,60,25.68811386,13.339525,3712.199244,6.16E-11,60.6757823,5747.42963,5373.92293,378.84251,
Element_32,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[C2-C4] End of Life,30,1.934231126,0.098140792,419.2422144,7.70E-11,38.39877554,7184.287036,6717.40366,473.5531376,
Element_33,100% recycle,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[C2-C4] End of Life,7,0.037180096,0.001886478,8.058739866,1.48E-12,0.73810731,138.0974968,129.1229911,9.102712986,
